Department Name,Department Number,Oracle Item Number,Item Description,UOM,Avg Daily Burn Rate,Supplier Name,Avg_Lead Time,Medline item? Y/N,On-PAR or Special Request,Level 1 Perpetual_1400,Level 1 Facilities/Biomed_1232,Level 1 EVS_1321,Level 1 ED_1229,Level 1 Imaging_1329,Level 2 Pharm_2500,Level 2 Surgery/Procedures/PACU_2209_2321_2323_2450_2200B_2450A,Level 3 Sterile Processing_3307_3309,Level 3 Food Service,Level 3 Admin,Level 3 Central Lab_3411,Respiratory Therapy,"Level 5 Observation, Medical Tele & Non-Tele_5206","Level 6 Telemetry, Cardiac & Stroke",Level 7 PCU,Level 7 ICU,"Level 8 M/S Overflow, VIP & Int'l Med","Level 9 Surgical, Non-Infectious",Data_Source,Last_Updated,Update_Status
Operating Room,7420000,698032,Head Femur Ceramic Biolox Delta 12-14 36mm Plus12,Each,0.0,Johnson & Johnson Health Care,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,698042,Drill Bit 2.5mm x 127mm,Each,0.02,DJ Orthopedics LLC,3.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,698042,Drill Bit 2.5mm x 127mm,Each,0.02,Enovis Surgical,3.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,698043,Glenoid Head With Retaining Screw RSP Neutral 32mm,Each,0.0,DJ Orthopedics LLC,8.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,698043,Glenoid Head With Retaining Screw RSP Neutral 32mm,Each,0.0,Enovis Surgical,8.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,698044,Spacer Altivate Reverse Revision Small 8mm,Each,0.0,DJ Orthopedics LLC,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,698058,Glenosphere Rvrs Comp Shldr Std 36mm,Each,0.0,Zimmer Biomet,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,698061,Screw Shoulder Fixed Locking 3.5 Hex 4.75 x 30mm,Each,0.0,Zimmer Biomet,0.5,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,698062,Pin Steinmann Shldr Comp Rvrs 9in,Each,0.0,Zimmer Biomet,0.5,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,698063,Drill Bit Rvrs Comp 2.7mm,Each,0.0,Zimmer Biomet,0.5,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,698088,Screw Cortex 3.5mm Mini Slf-Tap 2.5mm Hex Sock SS 20mm,Each,0.0,Johnson & Johnson Health Care,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,698094,Drill Bit 2.0mm Mini Quick Coupling 65mm,Each,0.02,Johnson & Johnson Health Care,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,698096,Drill Bit Quick Coupling Gold 2.5 x 110,Each,0.0,Johnson & Johnson Health Care,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,698097,Drill Bit Quick Coupling 2.7 x 100mm,Each,0.0,Johnson & Johnson Health Care,2.5,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,698122,Drill Bit 2.4mm QC Purple 100mm,Each,0.02,Johnson & Johnson Health Care,2.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,698150,Matrix Bone Cellular Osteocel PRO Medium,Each,0.02,Nu Vasive,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,698151,Matrix Bone Cellular Osteocel PRO Large,Each,0.06,Nu Vasive,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,698166,Screw Reline-O 4S Traction Polyaxial 5.5 x 50mm,Each,0.0,Nu Vasive,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,698176,Endplate Prodisc-L Inferior Large 3 Deg,Each,0.0,Centinel Spine LLC,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,698179,Endplate Prodisc-L Superior Large 3 Deg,Each,0.0,Centinel Spine LLC,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,698429,AlloDerm RTU Perf 16cm x 20cm Med 1.6 Plus Or Minus 0.4mm,Each,0.0,AbbVie US LLC,0.5,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,698458,Set Tube Evacuation Smoke AirSeal Filtered,Each,1.06,Conmed Corporation,7.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,700518,Liner Pinnacle AltrX Neutral 36x56mm,Each,0.0,Johnson & Johnson Health Care,25.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,700540,Plate Atlantis Vision Elite 55mm,Each,0.0,Medtronic USA Inc (Spinal andBiologics),1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,700541,Plate Atlantis Vision Elite 57.5mm,Each,0.0,Medtronic USA Inc (Spinal andBiologics),1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,700564,Screw Non Locking Hexalobe 3.5 x 34mm,Each,0.0,Acumed LLC,1.5,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,700584,Rod Connecting Hoffmann 3 11mm x 500mm,Each,0.0,Stryker Orthopedics,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,700589,Kit Bone Void Filler Rapid Cure Stimulan 10cc,Each,0.02,Biocomposites Inc,1.5,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,700592,Stem Accolade II 127 degrees Sz 5,Each,0.08,Stryker Orthopedics,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,702296,Cannula Passport Button 8mm X 3cm,Each,0.02,Arthrex Inc,5.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,702368,Screw Locking AxSOS 3 Titanium 4.0mm x 38mm,Each,0.0,Stryker Orthopedics,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,702369,Screw Locking AxSOS 3 Titanium 4.0mm x 40mm,Each,0.0,Stryker Orthopedics,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,702419,Screw Cortex AxSOS 3 Titanium 3.5mm x 24mm,Each,0.0,Stryker Orthopedics,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,702420,Screw Cortex AxSOS 3 Titanium 3.5mm x 26mm,Each,0.0,Stryker Orthopedics,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,702422,Screw Cortex AxSOS 3 Titanium 3.5mm x 30mm,Each,0.0,Stryker Orthopedics,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,703630,Screw Compression Fully Threaded Micro 2.5 x 28mm,Each,0.0,Arthrex Inc,11.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,703631,Screw Compression Fully Threaded Micro 2.5 x 30mm,Each,0.0,Arthrex Inc,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,703762,Screw Cortical Low Profile SS 3.5 x 12mm,Each,0.0,Arthrex Inc,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,703763,Screw Cortical Low Profile SS 3.5 x 14mm,Each,0.02,Arthrex Inc,2.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,703764,Screw Cortical Low Profile SS 3.5 x 16mm,Each,0.0,Arthrex Inc,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,703765,Screw Cortical Low Profile SS 3.5 x 18mm,Each,0.0,Arthrex Inc,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,703769,Screw Cortical Low Profile SS 3.5 x 26mm,Each,0.0,Arthrex Inc,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,703788,Screw Low Profile Locking SS 3.5 x 14mm,Each,0.0,Arthrex Inc,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,703789,Screw Low Profile Locking SS 3.5 x 16mm,Each,0.0,Arthrex Inc,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,703790,Screw Low Profile Locking SS 3.5 x 18mm,Each,0.0,Arthrex Inc,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,703846,Screw Cannulated Long Thread Low Profile SS 4.0 x 35mm,Each,0.0,Arthrex Inc,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,703849,Screw Cannulated Long Thread Low Profile SS 4.0 x 40mm,Each,0.0,Arthrex Inc,1.5,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,703900,Screw QuickFix Titanium 2mm x 12mm,Each,0.0,Arthrex Inc,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,703901,Screw QuickFix Titanium 2mm x 13mm,Each,0.0,Arthrex Inc,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,704129,T-Plate Low Profile 4-Hole Titanium 3.0mm,Each,0.0,Arthrex Inc,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,704270,Drill Bit Cannulated 2.0mm,Each,0.0,Arthrex Inc,0.5,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,704397,Screw Spine Zevo Self-Drilling 3.5 x 17mm,Each,0.02,Medtronic USA Inc (Spinal andBiologics),1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,704619,Screw Locking GSB ALP 5.5mm,Each,0.62,Nu Vasive,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,704621,Rod GSB Ti Lordotic 5.5x35mm,Each,0.0,Nu Vasive,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,704622,Rod GSB Ti Lordotic 5.5x40mm,Each,0.0,Nu Vasive,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,704624,Rod GSB Ti Lordotic 5.5x50mm,Each,0.0,Nu Vasive,1.5,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,704627,Rod GSB Ti Lordotic 5.5x65mm,Each,0.0,Nu Vasive,5.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,704629,Rod GSB Ti Lordotic 5.5x75mm,Each,0.02,Nu Vasive,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,704630,Rod GSB Ti Lordotic 5.5x80mm,Each,0.0,Nu Vasive,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,704631,Rod GSB Ti Lordotic 5.5x90mm,Each,0.0,Nu Vasive,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,704632,Rod GSB Ti Lordotic 5.5x100mm,Each,0.0,Nu Vasive,0.5,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,704633,Rod GSB Ti Lordotic 5.5x110mm,Each,0.0,Nu Vasive,45.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,704634,Rod GSB Ti Lordotic 5.5x120mm,Each,0.0,Nu Vasive,1.5,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,704636,Rod GSB Ti Straight 5.5x300mm,Each,0.0,Nu Vasive,1.5,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,704640,Rod GSB CoCr Straight 5.5x300mm,Each,0.0,Nu Vasive,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,704901,Implant Breast HSC Plus Gel Smooth Round Moderate Plus 355cc,Each,0.0,Sientra Inc,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,704913,Implant Breast HSC Plus Gel Smooth Round High 255cc,Each,0.0,Sientra Inc,137.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,705581,Overdrill 2.4mm x 122mm,Each,0.0,Stryker Orthopedics,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,705582,Overdrill 3.5mm x 122mm,Each,0.0,Stryker Orthopedics,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,705584,Drill Bit Scaled 2mm x 135mm,Each,0.0,Stryker Orthopedics,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,705585,Drill Bit Scaled 2.6mm x 135mm,Each,0.02,Stryker Orthopedics,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,705645,Screw Variax 2 Locking 3.5mm x 14mm,Each,0.02,Stryker Orthopedics,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,705646,Screw Variax 2 Locking 3.5mm x 16mm,Each,0.02,Stryker Orthopedics,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,705647,Screw Variax 2 Locking 3.5mm x 18mm,Each,0.0,Stryker Orthopedics,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,705667,Screw Variax 2 Locking 3.5mm x 70mm,Each,0.0,Stryker Orthopedics,2.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,705707,Screw Variax 2 Non-Locking 2.7mm x 16mm,Each,0.0,Stryker Orthopedics,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,705730,Screw Variax 2 Non-Locking 3.5mm x 12mm,Each,0.02,Stryker Orthopedics,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,705731,Screw Variax 2 Non-Locking 3.5mm x 14mm,Each,0.02,Stryker Orthopedics,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,705732,Screw Variax 2 Non-Locking 3.5mm x 16mm,Each,0.0,Stryker Orthopedics,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,705733,Screw Variax 2 Non-Locking 3.5mm x 18mm,Each,0.02,Stryker Orthopedics,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,705734,Screw Variax 2 Non-Locking 3.5mm x 20mm,Each,0.0,Stryker Orthopedics,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,705745,Screw Variax 2 Non-Locking 3.5mm x 42mm,Each,0.0,Stryker Orthopedics,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,705749,Screw Variax 2 Non-Locking 3.5mm x 50mm,Each,0.0,Stryker Orthopedics,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,705750,Screw Variax 2 Non-Locking 3.5mm x 55mm,Each,0.0,Stryker Orthopedics,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,705753,Screw Variax 2 Non-Locking 3.5mm x 70mm,Each,0.0,Stryker Orthopedics,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,705765,Implant Screw Bone T8 Full Thread Latex Free 2.4mm x 18mm,Each,0.0,Stryker Orthopedics,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,705766,Implant Screw Bone T8 Full Thread Latex Free 2.4mm x 20mm,Each,0.0,Stryker Orthopedics,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,705884,Screw Fine Tip SynFix Evolution Sterile 20mm,Each,0.02,Johnson & Johnson Health Care,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,705945,Spacer SynFix Evolution Medium 13.5mm Height 14 Degree,Each,0.0,Johnson & Johnson Health Care,0.5,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,705987,Spacer SynFix Evolution Large 13.5mm Height 14 Degree,Each,0.0,Johnson & Johnson Health Care,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,706081,Implant Mammary Inspira Cohesive SCM 345cc,Each,0.0,AbbVie US LLC,80.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,706083,Implant Mammary Inspira Cohesive SCM 375cc,Each,0.0,AbbVie US LLC,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,706087,Implant Mammary Inspira Cohesive SCM 520cc,Each,0.0,AbbVie US LLC,3.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,706088,Implant Mammary Inspira Cohesive SCM 560cc,Each,0.0,AbbVie US LLC,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,706089,Implant Mammary Inspira Cohesive SCM 600cc,Each,0.0,AbbVie US LLC,2.5,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,706105,Implant Mammary Inspira Cohesive SCF 450cc,Each,0.02,AbbVie US LLC,15.5,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,706110,Implant Mammary Inspira Cohesive SCF 650cc,Each,0.0,AbbVie US LLC,2.5,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,706133,Implant Mammary Inspira Cohesive SCX 750cc,Each,0.0,AbbVie US LLC,23.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,706388,Sleeve Synfix Evolution Screw Thread-Lock Sterile,Each,0.0,Johnson & Johnson Health Care,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,706389,Sleeve Synfix Evolution Protection For Screw Driver Sterile,Each,0.0,Johnson & Johnson Health Care,1.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,706423,Glove Surg 7 Neoprene PF LF STR,Each,3.84,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,706876,Glove Surgical Protexis Ortho Latex Size 7,Each,2.42,Medline Industries Inc,1.0,Y,On-PAR,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,706982,Screw Self Tapping 3.5mm Variable Angle Stardrive 56mm,Each,0.02,Johnson & Johnson Health Care,3.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,706984,Screw VA Locking Self Tapping T6 StarDrive Recess 2.0 x 9mm,Each,0.02,Johnson & Johnson Health Care,4.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,706985,Screw VA Locking Self Tapping T6 StarDrive Recess 2.0 x 12mm,Each,0.02,Johnson & Johnson Health Care,4.0,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,707047,Adhesive Tissue Fibrin Sealant Tisseel Pre Fill Syringe 10ml,Each,0.1,Baxter Healthcare Corporation,1.5,N,PAR Special Request,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
Operating Room,7420000,707141,Suture Stratafix Symmetric PDS Plus Violet Size 0 CT-1 45cm,Each,0.1,Medline Industries Inc,1.0,Y,On-PAR,,,,,,,X,,,,,,,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
